video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd,engagement_rate,watch_time_per_minute,views_per_subscriber
vid_2319,50:41.0,10117,1361.0,288.0,23675.72538,28.99229552,6647,Tech,Desktop,CA,192.6755422,0.16299298210932095,816.6212766308062,1.5220400180532572
vid_1909,50:41.0,9853,1564.0,140.0,21268.61125,15.76915385,671298,Tech,TV,US,180.8968774,0.17294225109103825,1348.7477801480136,0.014677535163221104
vid_1121,50:41.0,10236,221.0,230.0,39733.52386,16.94367445,449742,Entertainment,TV,IN,248.4101948,0.04406017975771786,2345.0358407942617,0.022759715570260283
vid_3706,50:41.0,10028,1518.0,83.0,47357.40013,7.560315496,466031,Lifestyle,TV,DE,303.0349249,0.15965297167929796,6263.944957727727,0.021517881857644663
vid_4470,50:41.0,9978,1211.0,265.0,30444.04207,28.73333922,235362,Gaming,TV,AU,220.8873562,0.14792543595911004,1059.537209960242,0.04239426925332042
vid_745,50:41.0,9914,1865.0,284.0,51990.65733,20.93609673,103305,Tech,Tablet,UK,333.7032655,0.2167641718781521,2483.3023079942564,0.09596824935869512
vid_1559,50:41.0,9999,481.0,301.0,57326.49771,13.56856892,197000,Gaming,Tablet,DE,335.8070482,0.0782078207820782,4224.947969678736,0.050756345177664974
vid_2460,50:41.0,9913,1191.0,290.0,48737.98119,24.48918593,215258,Entertainment,Tablet,US,306.8820461,0.14939977806920207,1990.1838031412258,0.04605171468656217
vid_1558,50:41.0,9763,725.0,258.0,37352.86477,22.71856906,383582,Lifestyle,Mobile,DE,243.8656481,0.10068626446788898,1644.155697982151,0.02545218493047119
vid_1260,50:41.0,10211,2040.0,403.0,49667.74216,4.852402764,385073,Music,Desktop,IN,329.3523674,0.23925178728821858,10235.70065710234,0.02651705001389347
vid_1527,50:41.0,10105,755.0,122.0,31000.56212,22.63045378,708964,Lifestyle,Desktop,US,213.8775857,0.08678871845620979,1369.8603846555302,0.01425319198153926
vid_4938,50:41.0,9973,1759.0,307.0,43158.75331,21.47996402,196452,Music,Desktop,DE,290.9458019,0.20715933019151708,2009.2563129907887,0.050765581414289496
vid_493,50:41.0,9828,1796.0,356.0,18582.53292,2.440223257,586230,Music,Tablet,AU,175.8029393,0.21896621896621896,7615.095408460817,0.016764751036282687
vid_4242,50:41.0,9987,1529.0,356.0,47979.15293,16.29787681,694559,Gaming,TV,IN,310.6337826,0.1887453689796736,2943.8897771371726,0.014378908055327193
vid_1177,50:41.0,9958,1722.0,314.0,47425.762,18.05451177,941806,Music,TV,US,310.4689901,0.20445872665193815,2626.809442657114,0.010573302782101621
vid_1307,50:41.0,10037,1604.0,228.0,39168.7599,23.32319057,687426,Music,TV,US,268.4464603,0.18252465876257845,1679.3911528717572,0.014600844309060175
vid_3699,50:41.0,9947,1041.0,439.0,44249.76882,19.87656098,836855,Gaming,Mobile,US,285.8821747,0.14878857947119734,2226.2286149261217,0.011886169049596405
vid_2580,50:41.0,10202,365.0,178.0,35671.17027,24.04979816,144408,Gaming,TV,US,230.6621669,0.053224857871005685,1483.2211909923155,0.07064705556478866
vid_2184,50:41.0,10090,1755.0,125.0,36401.67717,26.54687695,591585,Gaming,Mobile,CA,256.5020938,0.1863230921704658,1371.2225825493947,0.01705587531800164
vid_2189,50:41.0,10107,1723.0,219.0,45067.29652,9.485213881,395597,Music,Mobile,IN,298.5106579,0.19214405857326605,4751.321065123803,0.025548727619269105
vid_4712,50:41.0,10145,1977.0,445.0,23489.5447,29.42037318,351869,Music,Tablet,AU,205.2295011,0.23873829472646624,798.4108344338819,0.02883175272615661
vid_2144,50:41.0,9921,715.0,379.0,30989.63339,7.076375488,669011,Music,TV,CA,216.597005,0.11027114202197359,4379.308791987042,0.01482935258164664
vid_3839,50:41.0,9925,,424.0,51023.87963,21.49374288,774823,Music,Tablet,US,323.1183492,,2373.8945754988954,0.012809377109352716
vid_4533,50:41.0,10085,507.0,,36365.28932,14.79418719,798376,Tech,Desktop,DE,237.2093416,,2458.079572264761,0.012631892742266802
vid_1780,50:41.0,10064,1840.0,,49965.79092,27.22545744,444918,Entertainment,Mobile,DE,322.8932246,,1835.259922817297,0.022619898498150222
vid_26,50:41.0,9910,1715.0,478.0,24816.611,20.49224956,197245,Tech,Mobile,UK,206.3256565,0.22129162462159435,1211.0242424746266,0.05024208471697635
vid_2523,50:41.0,9801,598.0,201.0,55275.63512,24.58016244,740623,Gaming,Tablet,AU,325.3987105,0.08152229364350576,2248.790473005515,0.013233453457427057
vid_203,50:41.0,9996,620.0,164.0,54338.8055,22.52817776,361178,Gaming,TV,UK,321.7402102,0.0784313725490196,2412.0373196131955,0.027676104303141387
vid_2454,50:41.0,9914,520.0,315.0,26054.17221,12.64622092,856311,Entertainment,Desktop,IN,188.8406001,0.08422432923138995,2060.2338338716927,0.011577569364401486
vid_4499,50:41.0,9973,970.0,391.0,45763.57456,23.41346663,844790,Music,Tablet,UK,291.1092412,0.1364684648551088,1954.583457597112,0.01180530072562412
vid_2528,50:41.0,9849,1461.0,,20427.46481,18.14394537,602992,Education,Desktop,US,180.9322614,,1125.8557272651224,0.0163335500305145
vid_2334,50:41.0,10060,629.0,196.0,,3.690922645,85016,Music,TV,AU,346.5261459,0.08200795228628231,,0.11833066716853298
vid_434,50:41.0,10170,743.0,351.0,36572.09351,20.61016181,614925,Music,TV,DE,244.2131002,0.10757128810226155,1774.4690142245902,0.016538602268569336
vid_171,50:41.0,10062,303.0,291.0,40164.81705,5.237453095,228912,Education,Mobile,CA,251.994725,0.059033989266547404,7668.768831236664,0.04395575592367373
vid_3059,50:41.0,9903,1975.0,277.0,55388.22875,27.19929918,265209,Gaming,Desktop,DE,351.4342202,0.2274058366151671,2036.3844076809041,0.03734036175242922
vid_486,50:41.0,10037,1224.0,124.0,20564.11376,17.21277572,425436,Entertainment,TV,DE,172.4155138,0.13430307860914617,1194.7006162466864,0.023592267697138933
vid_4676,50:41.0,9866,842.0,483.0,50169.43335,10.18993835,453782,Music,Desktop,UK,310.7045629,0.13429961483884045,4923.4285455711315,0.021741717388525768
vid_1697,50:41.0,9965,1239.0,199.0,43841.95932,12.48189448,376174,Gaming,Mobile,AU,283.3314606,0.14430506773707977,3512.4443160650726,0.026490400718816292
vid_3468,50:41.0,10186,1946.0,248.0,17463.41342,19.14309868,627639,Music,TV,IN,173.114,0.21539367759670136,912.2563547272066,0.01622907435643738
vid_2107,50:41.0,9960,1774.0,316.0,44113.22873,11.70842387,425761,Education,Mobile,AU,295.7904716,0.20983935742971888,3767.6487646667338,0.023393406159793875
vid_1392,50:41.0,10033,,400.0,23282.10275,9.578836802,984698,Tech,Desktop,IN,194.9195823,,2430.577243485226,0.010188910711710596
vid_4985,50:41.0,10122,438.0,443.0,19703.50249,12.75688565,107316,Tech,Mobile,CA,160.7745211,0.08703813475597708,1544.538614720592,0.09431957955943196
vid_3678,50:41.0,9816,1173.0,253.0,18897.71037,26.13454938,549290,Music,Mobile,IN,164.7483121,0.14527302363488181,723.0930250690246,0.017870341713848787
vid_2979,50:41.0,9974,282.0,155.0,24049.28269,12.96387205,631891,Education,Desktop,AU,172.8605343,0.04381391618207339,1855.1002815551544,0.01578436787357313
vid_4566,50:41.0,10051,743.0,127.0,15237.16918,22.27034688,614036,Entertainment,Mobile,IN,139.1588346,0.0865585513879216,684.1909226696338,0.01636874710929001
vid_2373,50:41.0,9983,1294.0,413.0,35345.03263,7.566128588,762548,Lifestyle,Tablet,AU,247.9895814,0.17099068416307722,4671.481883886799,0.013091634887246443
vid_3384,50:41.0,9955,1128.0,80.0,35977.3587,22.21711184,12714,Education,TV,US,242.2483254,0.12134605725765947,1619.3535396993345,0.782995123485921
vid_2166,50:41.0,10091,447.0,466.0,51287.23132,6.910122871,383972,Tech,Tablet,IN,310.0656106,0.09047666237241106,7422.043323605612,0.026280562124321564
vid_3243,50:41.0,10073,353.0,,23191.30778,26.68213916,562014,Entertainment,TV,DE,176.2235382,,869.1697333910465,0.017923041063034016
vid_2690,50:41.0,10001,267.0,470.0,58340.0429,18.89668023,849753,Lifestyle,TV,AU,339.8224331,0.0736926307369263,3087.317041401827,0.011769302373748607
vid_2952,50:41.0,10025,1372.0,286.0,58406.20642,20.67796228,347914,Education,TV,UK,356.0889643,0.16538653366583542,2824.562963657752,0.028814592111843732
vid_4855,50:41.0,9903,,133.0,49664.71187,23.54941714,918110,Entertainment,Mobile,DE,314.4818313,,2108.9571590985033,0.010786289224602716
vid_2420,50:41.0,9972,886.0,418.0,20612.59246,15.79066753,930802,Gaming,Tablet,UK,171.5491493,0.13076614520657842,1305.3654901440382,0.010713341827800113
vid_4350,50:41.0,9966,1135.0,295.0,24395.34989,26.31819205,185505,Gaming,Desktop,US,191.5174382,0.1434878587196468,926.9386682661585,0.053723619309452575
vid_1204,50:41.0,9852,1697.0,416.0,16570.54378,21.64608637,961816,Gaming,TV,AU,165.7720874,0.2144742184328055,765.521466410004,0.01024312342485465
vid_148,50:41.0,10161,864.0,408.0,42105.80861,2.686397287,833608,Tech,Mobile,US,273.3144527,0.1251845290817833,15673.708730186041,0.012189182445465975
vid_4833,50:41.0,9987,1172.0,444.0,43495.60017,7.392095962,221793,Lifestyle,Tablet,IN,284.8725154,0.16181035345949735,5884.068658414962,0.04502847249462336
vid_3689,50:41.0,9999,1175.0,308.0,,27.38684799,312711,Music,Mobile,CA,341.2487569,0.1483148314831483,,0.031975210337979794
vid_1889,50:41.0,10128,1055.0,61.0,52346.20282,7.026761487,141410,Tech,Mobile,IN,318.7399866,0.11018957345971564,7449.548830829698,0.07162152605897744
vid_581,50:41.0,10273,264.0,327.0,,2.70075793,597184,Lifestyle,Tablet,IN,242.2905264,0.05752944612089945,,0.017202403279391276
vid_3064,50:41.0,9944,199.0,439.0,58705.44848,23.45355428,799592,Tech,Desktop,DE,339.5466105,0.06415929203539823,2503.0512552232235,0.012436342534692692
vid_2782,50:41.0,9950,1673.0,459.0,,7.473298121,533452,Lifestyle,TV,US,226.2891885,0.2142713567839196,,0.01865209990777052
vid_3280,50:41.0,9937,1065.0,448.0,42940.65061,28.25132054,178946,Gaming,Desktop,AU,280.2253689,0.15225923316896448,1519.9519806234161,0.05553071876431996
vid_2285,50:41.0,9939,307.0,264.0,14959.06417,15.81367352,732948,Tech,Mobile,AU,132.1251162,0.05745044773116008,945.9575696362296,0.013560307143207977
vid_3475,50:41.0,9988,1798.0,373.0,36699.65611,9.311696347,643406,Lifestyle,Tablet,UK,262.3769855,0.21736083299959952,3941.2427921174353,0.015523635154163934
vid_3342,50:41.0,10070,483.0,307.0,59256.83354,22.4883302,292529,Education,TV,UK,345.4151221,0.07845084409136048,2635.0037113916087,0.034423937455773615
vid_448,50:41.0,10058,1695.0,276.0,18804.67285,19.63206263,78951,Education,Tablet,IN,174.9377055,0.19596341220918673,957.8551782564275,0.12739547314156882
vid_738,50:41.0,9903,1167.0,350.0,42632.67376,6.825830161,212587,Education,Tablet,CA,278.6649971,0.1531859032616379,6245.785897748475,0.04658328119781548
vid_1614,50:41.0,9991,1567.0,451.0,37406.3271,12.0232549,297312,Entertainment,Mobile,IN,263.0945774,0.2019817836052447,3111.164772860301,0.033604429017328595
vid_3368,50:41.0,10161,,253.0,41867.51687,9.704127405,879974,Music,Tablet,CA,263.3395313,,4314.403049616598,0.011546932068447476
vid_3225,50:41.0,10008,1145.0,422.0,24420.85021,6.868152693,868074,Education,TV,CA,194.2111641,0.15657474020783374,3555.6650094412803,0.011528971032423504
vid_4534,50:41.0,9793,1237.0,334.0,35975.01822,24.56005244,132557,Music,TV,CA,247.6322163,0.16042070866945776,1464.7777445869328,0.07387765263245245
vid_2891,50:41.0,9878,1570.0,148.0,36643.63043,20.60542733,261701,Lifestyle,Desktop,IN,253.7538367,0.17392184652763718,1778.3484828120766,0.03774536589466605
vid_168,50:41.0,9857,1115.0,110.0,27451.71199,24.70029915,74076,Lifestyle,Desktop,US,201.8354262,0.12427716343715127,1111.3918832841343,0.13306604028295263
vid_4342,50:41.0,10096,1767.0,,26688.30106,25.13828764,83803,Entertainment,Mobile,UK,211.4611667,,1061.6594671123748,0.12047301409257426
vid_4503,50:41.0,9851,758.0,390.0,45436.51558,26.65347833,817107,Entertainment,Tablet,US,285.270736,0.11653639224444219,1704.7124212999483,0.012055948608933713
vid_2153,50:41.0,9888,779.0,164.0,48402.8158,10.4368495,915280,Education,Desktop,IN,295.9248415,0.09536812297734627,4637.6845618019115,0.010803251464032864
vid_537,50:41.0,10044,1024.0,264.0,16732.11971,10.18928076,264686,Lifestyle,Tablet,AU,153.3546727,0.1282357626443648,1642.1296168111476,0.03794685023008395
vid_717,50:41.0,9982,1981.0,,50028.51598,23.71737116,616220,Music,TV,AU,326.0272889,,2109.361768743345,0.016198760183051508
vid_608,50:41.0,10118,434.0,155.0,29007.90278,25.58820803,794733,Music,Tablet,US,199.6008998,0.05821308559003756,1133.6433854997074,0.012731319826910422
vid_1967,50:41.0,10025,1092.0,312.0,48928.45604,18.11217477,64084,Music,Tablet,UK,307.0401844,0.1400498753117207,2701.4125394285825,0.15643530366394107
vid_3476,50:41.0,10031,750.0,418.0,22597.26089,24.48814778,281627,Education,TV,CA,178.8758727,0.11643903897916459,922.7835887390256,0.035618033782272296
vid_2795,50:41.0,10050,1923.0,488.0,37533.01935,3.851173947,605523,Education,Desktop,US,270.7539152,0.2399004975124378,9745.864473153075,0.016597222566277416
vid_1303,50:41.0,10087,667.0,356.0,22280.63549,16.07212796,668828,Entertainment,Mobile,UK,175.1827468,0.10141766630316248,1386.2903248064981,0.01508160543517915
vid_1315,50:41.0,10022,467.0,209.0,,27.62508351,625757,Entertainment,TV,CA,327.2472744,0.06745160646577529,,0.016015801661028162
vid_3789,50:41.0,10117,228.0,,58136.73797,6.932233431,160887,Tech,Mobile,UK,335.0512008,,8386.436860308319,0.0628826443404377
vid_2992,50:41.0,10071,1608.0,71.0,32759.08997,13.21886913,566115,Tech,Mobile,AU,235.7753311,0.16671631416939728,2478.2066943725013,0.017789671709811612
vid_2471,50:41.0,9991,608.0,190.0,40872.73038,8.879911696,455376,Lifestyle,Tablet,US,258.4684896,0.07987188469622661,4602.830723914893,0.021940111029127577
vid_453,50:41.0,10063,1994.0,181.0,,13.15762223,340028,Gaming,TV,DE,173.0152153,0.21613832853025935,,0.02959462161939605
vid_3996,50:41.0,10028,1834.0,437.0,53840.63142,18.67591351,569303,Gaming,Tablet,CA,345.1158762,0.22646589549262067,2882.8914521997053,0.01761452161678403
vid_4649,50:41.0,10015,1309.0,,38435.94994,17.69082406,944819,Gaming,Mobile,US,256.9020414,,2172.648928599429,0.010599913845932396
vid_402,50:41.0,10096,1821.0,202.0,57747.11626,18.58667463,953736,Entertainment,TV,IN,359.6249817,0.20037638668779714,3106.909514991601,0.010585738611104121
vid_3958,50:41.0,10076,1708.0,489.0,27357.15225,18.28884596,891847,Gaming,Desktop,US,219.2368035,0.21804287415641127,1495.8380813001281,0.011297901994400384
vid_2242,50:41.0,9987,1374.0,149.0,45364.24509,6.779677794,619758,Music,Tablet,DE,292.0838847,0.15249824772203865,6691.209592607373,0.016114354312489712
vid_2329,50:41.0,9964,1052.0,145.0,25863.03059,22.27641143,654292,Education,Tablet,DE,194.4217973,0.12013247691690085,1161.0052485908857,0.015228674659020744
vid_3635,50:41.0,10132,,261.0,,19.86647926,983644,Gaming,Mobile,IN,310.5063027,,,0.01030047456193501
vid_3397,50:41.0,9902,1113.0,307.0,31908.80843,21.15389274,256067,Education,Desktop,US,226.4345678,0.1434053726519895,1508.4130765995367,0.038669566949274994
vid_943,50:41.0,9969,1612.0,478.0,28489.05122,16.30875753,443807,Gaming,Mobile,DE,222.1766228,0.20964991473568062,1746.8560169341115,0.02246246679299786
vid_372,50:41.0,10120,623.0,431.0,29321.41789,3.868543503,176810,Gaming,Tablet,IN,209.0815176,0.1041501976284585,7579.446338721966,0.05723658164130988
vid_3864,50:41.0,9703,819.0,386.0,25840.3365,9.885193364,490303,Entertainment,Mobile,AU,193.0923915,0.12418839534164691,2614.044616881811,0.019789803448071908
vid_2701,50:41.0,10134,1036.0,506.0,50377.74067,22.68306614,853598,Entertainment,TV,AU,316.812676,0.1521610420367081,2220.9405183174235,0.011872099044280797
vid_4094,50:41.0,9988,1551.0,102.0,29328.90489,5.435542755,281077,Tech,TV,US,218.7242674,0.16549859831798158,5395.763810894723,0.03553474670641853
vid_3126,50:41.0,10172,386.0,352.0,45084.6539,29.72847543,289623,Gaming,TV,AU,278.2375932,0.07255210381439245,1516.547796275606,0.03512152004502405
vid_1114,50:41.0,10130,1000.0,99.0,30756.40229,20.27346416,290266,Entertainment,TV,IN,216.6723375,0.10848963474827246,1517.076807755582,0.03489902365416549
vid_3283,50:41.0,10014,1521.0,447.0,35130.66998,20.91665621,200883,Lifestyle,Desktop,CA,251.6263821,0.19652486518873577,1679.5547829104946,0.049849912635713325
vid_4565,50:41.0,10049,,420.0,29678.14563,8.299220888,440992,Gaming,Mobile,IN,213.4699214,,3576.0158731179436,0.02278726144691967
vid_4971,50:41.0,10088,1062.0,185.0,31087.96542,21.04608363,439969,Gaming,TV,UK,220.5603953,0.12361221252973831,1477.1377880341533,0.02292888817166664
vid_299,50:41.0,10005,617.0,264.0,17283.41376,15.95160895,757429,Entertainment,TV,UK,148.7553104,0.088055972013993,1083.4903121167597,0.013209158878257896
vid_2206,50:41.0,10126,1521.0,,34418.93048,7.746601412,859947,Lifestyle,Mobile,US,242.8904136,,4443.100741788882,0.01177514428214762
vid_719,50:41.0,9975,642.0,227.0,45406.10646,24.47980737,12347,Gaming,Desktop,IN,280.9781886,0.08711779448621554,1854.839205787427,0.807888555924516
vid_65,50:41.0,10123,372.0,471.0,,18.91821895,119287,Music,Mobile,CA,229.8651454,0.08327570878198162,,0.08486255836763436
vid_2660,50:41.0,10115,839.0,220.0,38659.85495,10.91066747,382107,Gaming,TV,CA,253.1677971,0.10469599604547701,3543.3079650075706,0.02647164275975054
